# This file is UTF-8 encoded. Avoid using of BOM!
# WORD	TF	IDF	ATTR
離境	12.65	10.57	v
白沙灣	11.37	13.68	n
憶起	12.60	10.68	v
擬定出	12.46	11.58	u
帕穆克	11.96	12.60	n
老大公	11.77	12.96	n
戰術	13.20	9.22	n
螺絲帽	11.61	13.26	n
某杰	12.80	10.21	n
夏佳瑩	12.06	12.41	n
對視	13.19	9.22	v
珉	0.99	0.00	@
進水口	11.85	12.82	n
鍛煉	11.55	12.90	u
箈	0.70	0.00	@
緝毒局	11.50	13.45	n
停不	13.18	14.82	n
北斗鎮	11.66	13.17	n
吃虧	12.84	10.11	a
二萬三千	11.06	14.44	n
洛西	12.98	9.78	n
英雄館	12.81	10.80	n
雙強	11.05	13.79	n
深談	11.42	13.14	v
歸化	13.06	9.57	v
殈	0.70	0.00	@
法蘭克歐茲	11.19	14.40	n
砲塔	11.65	12.70	n
雙棲	11.25	13.45	v
拚場	12.80	10.21	n
掫	0.70	0.00	@
橬	0.68	0.00	@
美人計	12.09	12.35	n
剝除	12.01	11.98	u
愛哭包	10.38	15.23	n
枝葉	12.48	10.97	n
盤問	12.28	11.42	v
穬	0.71	0.00	@
籃球機	12.90	10.58	n
玫	1.07	0.00	u
左耳	11.49	13.01	n
新營市	11.32	13.77	n
母國	12.93	9.90	n
結網	13.07	9.54	v
骷髏頭	11.97	12.58	n
梅克爾	10.31	15.33	n
加價	13.14	9.36	v
打扮成	12.52	11.45	v
例行賽	12.12	12.28	n
熱音	13.10	9.47	n
讛	0.73	0.00	@
盈餘	12.51	10.89	n
菚	0.69	0.00	@
厫	0.70	0.00	@
夾雜	12.71	10.43	v
婬	1.13	0.00	@
鏚	0.70	0.00	@
隱沒	11.92	12.18	a
鮛	0.70	0.00	@
麥大智	11.14	14.08	n
深呼吸逆	11.57	13.60	n
二審	12.42	11.10	u
溫刀	10.04	15.36	n
羅嚴	10.66	14.44	n
警車	12.69	10.47	n
狠下心	11.97	12.58	v
日本車	13.38	9.41	n
二零零五零六	12.33	12.52	n
碼頭區	12.80	10.81	n
經年累月	11.81	13.17	d
百分之零點三	12.15	12.87	m
滿檔	11.02	13.84	a
改發	13.15	9.35	u
月經	13.13	9.38	n
五零年代	11.27	14.11	n
夏秋	12.42	11.11	n
許春財	12.06	12.41	n
六點一	13.48	9.13	n
墨水匣	11.68	13.13	n
蓋起來	11.41	13.62	v
鈼	0.78	0.00	@
鯻	0.73	0.00	@
謝禮	11.01	13.87	n
林英欽	12.05	12.43	n
朝會	13.10	9.46	n
蔡蔡	10.97	13.94	n
舼	0.70	0.00	@
熱吻	12.76	10.31	n
水晶體	11.40	13.63	n
髒污	11.77	12.46	n
武史	11.36	13.25	n
復甦術	11.76	12.98	n
明暸	10.54	14.63	v
歲時	13.21	9.19	n
黃金週	13.22	15.68	n
東加	12.11	11.77	n
中將	13.42	8.63	n
揚	1.22	0.00	u
殛	0.92	0.00	@
鉻鐵	11.95	12.11	n
香港籍	12.31	11.90	n
芮丁	11.66	12.68	n
箛	0.82	0.00	@
土窯	10.40	14.83	n
打擊戰	12.90	10.59	n
珚	0.69	0.00	@
恩災	11.74	12.53	n
偷工減料	12.61	11.58	v
七情六慾	12.81	11.14	n
鎉	0.70	0.00	@
鯈	0.73	0.00	@
設計好	13.49	9.11	u
畢竟	13.62	8.05	d
倒出來	13.24	9.75	v
輕觸	12.43	11.07	u
錄下來	12.99	10.38	v
無的放矢	11.73	13.31	v
證券股	13.24	9.75	n
叚	0.83	0.00	@
左楠	11.53	12.93	n
童子軍	11.46	13.53	n
變調	11.72	12.56	a
影響	14.19	6.34	u
孤獨	13.47	8.48	a
不合群	11.73	13.04	a
射來	12.96	9.81	u
自傳式	12.02	12.48	n
邦邦	13.12	15.08	n
帥男	11.43	13.13	n
奧立佛	12.00	12.52	n
來得及	13.17	9.93	d
百分之二十九	12.32	12.54	m
美國	14.19	10.13	n
雷科	11.11	13.69	n
篻	0.70	0.00	@
爼	0.71	0.00	@
家蓁	10.81	14.19	n
腐臭味	11.29	13.82	n
遊園	12.57	10.75	v
鍫	0.75	0.00	@
骬	0.68	0.00	@
街童	12.56	10.79	n
轉轉轉轉	11.77	13.24	u
加拿	13.24	14.56	n
戼	0.70	0.00	@
毻	0.70	0.00	@
香蒜	11.87	12.27	n
説	1.24	0.00	@
刼	0.74	0.00	@
張政彥	12.02	12.48	n
分獲	13.16	9.32	u
壓路機	12.25	12.01	n
柯波帝	11.92	12.68	n
臥室	13.29	14.35	n
進犯	11.82	12.38	v
同意權	13.28	9.67	n
單機版	11.94	12.63	n
游蕩	10.59	14.54	v
耳聞	12.35	11.26	v
肉骨茶	12.05	12.42	n
見賢思齊	12.18	12.46	a
縫補	11.75	12.50	u
卡布雷拉	11.88	13.05	n
下級	12.84	10.12	n
英文課	13.10	10.12	n
追隨	12.89	10.01	u
黃振塊	12.05	12.42	n
蘇州市	12.93	10.53	n
賡續	11.12	13.67	v
由來	13.14	9.37	n
悠哉	12.27	11.44	a
送還	11.16	13.61	v
林冠綸	11.92	12.67	n
唯讀	13.00	9.72	A
站長	13.27	9.03	n
跟進	13.15	9.33	v
○八	14.27	6.08	n
千島群島	11.49	13.74	n
寈	0.71	0.00	@
駿馬	12.45	11.02	n
志傑	12.92	9.93	n
二零零九年	10.78	15.03	n
毈	0.73	0.00	@
發呆	12.90	9.96	a
暗紅色	12.91	10.56	n
光碟片	12.37	11.78	n
篈	0.77	0.00	@
通電收	11.75	12.99	u
沈醉	11.10	13.70	v
責罰	11.76	12.48	n
比佛利山	12.22	12.39	n
薄紗	11.59	12.82	n
大樂	13.23	9.12	n
媬	0.74	0.00	@
班加洛	11.94	12.65	n
歐胡島	11.99	12.54	n
哆哆	12.51	10.90	n
方俊雄	12.03	12.47	n
穿山越領	11.29	14.08	u
錚	1.04	0.00	@
魛	0.72	0.00	@
真人秀	12.84	10.73	n
恥笑	12.05	11.90	u
慣有	12.54	10.83	A
二○○三年	13.87	8.79	n
譛	0.69	0.00	@
開山	12.46	11.01	v
費茲	10.67	14.42	n
茚	0.86	0.00	@
窬	0.80	0.00	@
狂愛	13.07	9.54	n
獫	0.76	0.00	@
漢堡王	11.99	12.55	n
大寮鄉	11.98	12.56	n
一點一	13.50	9.09	n
檬	0.96	0.00	x
進水	11.64	12.72	a
開糖手	12.59	11.29	n
獲判無罪	11.89	13.02	n
捫	0.94	0.00	u
板凳區	12.14	12.23	n
複驗	12.46	11.02	u
遊樂場	12.10	12.33	n
頑石	11.03	13.82	n
脹氣	12.37	11.21	n
內搭	13.03	9.64	u
聯盟籍	11.93	12.66	n
走來	13.30	8.94	v
走動	12.69	10.47	v
投七	13.02	9.68	n
練習曲	12.38	11.74	n
婦幼	12.89	10.00	n
路沙卡	12.00	12.53	n
退隊	12.71	10.43	n
悍馬	11.49	13.01	a
七十二年	12.17	12.49	n
拍照片	13.34	9.52	v
王治平	11.03	14.25	n
偽裝	12.88	10.03	u
抉擇	12.93	9.90	u
蹲舉	11.69	12.63	u
陷進去	11.87	12.78	v
銀彈	12.26	11.45	n
艼	0.73	0.00	@
讻	0.73	0.00	@
台灣散打王	12.22	12.58	n
第七十七	12.09	12.64	n
練習	13.57	8.20	u
屋漏偏逢連夜雨	11.79	13.63	a
主辦	13.94	7.12	u
香消玉殞	11.69	13.38	a
鮻	0.69	0.00	@
鉼	0.77	0.00	@
磁盤	12.24	11.50	n
郭書銘	12.04	12.44	n
王淑芬	10.84	14.55	n
業障	11.64	12.73	n
熱帶	13.07	15.28	n
股票數	13.17	9.93	n
爭球	12.75	10.34	n
賴德	11.08	13.74	n
識字	12.66	10.54	v
匚	0.85	0.00	@
垂憐	11.42	13.13	v
窮鬼	11.86	12.29	n
遮蔽物	11.84	12.84	n
灉	0.77	0.00	@
砈	0.72	0.00	@
猚	0.69	0.00	@
過半	12.75	10.34	a
瓦礫堆	11.37	13.68	n
爭議聲	12.77	10.89	n
恉	0.76	0.00	@
歛	0.83	0.00	@
金流	11.52	12.96	n
鮑伯狄倫	11.65	13.46	n
鯨魚肉	10.99	14.32	n
玫瑰紅	13.15	9.98	n
公園	13.75	12.30	n
堈	0.78	0.00	@
偉	1.22	0.00	u
文廣	11.79	12.44	n
溫熱	11.70	12.60	v
樂見	11.33	13.30	v
劉芸	11.00	13.88	n
政府獎	13.29	9.64	n
補送	12.97	9.80	v
長青樹	10.86	14.52	n
ぉ	0.96	0.00	#
專集	13.05	9.60	n
殻	1.19	0.00	@
蔣姓男子	11.60	13.55	n
學府	12.80	10.21	n
副董事長	13.17	10.29	n
箻	0.76	0.00	@
茫	1.05	0.00	a
諬	0.69	0.00	@
煮食	12.59	10.70	u
牼	0.73	0.00	@
周轉率	11.65	13.19	n
唇槍	11.56	12.88	n
凋謝	12.32	11.33	a
瑞稀	10.51	14.66	n
邊線球	10.69	14.78	n
錫	1.16	0.00	n
髬	0.69	0.00	@
鋼球	12.63	10.61	n
署桃	11.50	12.99	n
忙完	12.90	9.97	a
土耳其人	13.18	10.28	n
宻	0.75	0.00	@
藥事法	13.06	10.20	n
不齒	12.01	11.98	v
剼	0.73	0.00	@
波拉斯	12.57	11.33	n
秀姑巒溪口	11.23	14.34	n
喬柯維奇	11.78	13.21	n
科許納	12.43	11.63	n
選拔賽	12.78	10.88	n
魯希迪	12.02	12.48	n
西蘭	13.13	15.00	n
購物袋	12.15	12.23	n
開鬼門	10.92	14.43	n
阿爾	13.22	14.64	n
沙拉米	11.93	12.66	n
發白	13.16	9.32	a
副大隊長	12.02	12.76	n
攬進	12.33	11.31	u
爆好	13.09	9.50	a
安地斯山	13.03	17.02	n
那怕	11.42	13.14	c
癡心	12.53	10.85	a
吉野家	12.16	12.19	n
遉	0.69	0.00	@
陳惟龍	12.04	12.44	n
須	1.22	0.00	d
中四	13.38	8.73	n
揚棄	11.89	12.24	u
聉	0.69	0.00	@
蠈	0.77	0.00	@
會話	12.73	10.38	n
天灰	12.97	9.79	n
抓抓	13.19	9.23	u
狠愛	12.60	10.69	n
維京群島	11.93	12.95	n
警視廳	10.57	14.96	n
新光金	12.10	12.32	n
李新	11.62	12.77	n
歲修	10.73	14.32	v
睡懶覺	12.36	11.79	v
下探	13.03	9.66	n
廣島縣	10.70	14.76	n
混搭	12.70	10.46	u
菲利普斯	12.00	12.81	n
補助費	12.76	10.92	n
印出來	11.59	13.30	v
吳素柔	11.38	13.67	n
滅亡	12.75	10.34	v
講	1.22	0.00	v
著上	13.41	8.65	u
嫬	0.75	0.00	@
到飽	12.92	9.93	a
匫	0.70	0.00	@
經濟學人	13.57	9.30	n
鍚	0.92	0.00	@
鬛	0.70	0.00	@
肚臍	12.34	11.27	n
毛額	11.00	13.87	n
櫬	0.84	0.00	@
抹滅	11.65	12.71	u
帕絲齊克	11.89	13.02	n
伯利	11.24	13.46	n
竬	0.68	0.00	@
柏忌	10.60	14.52	n
保家衛國	12.56	11.67	v
躍出	12.79	10.24	u
還錢	13.23	9.12	v
沙利姆	11.96	12.59	n
紅眼	12.39	11.18	n
一壘	12.35	11.26	n
噁爛	11.80	12.41	n
情調	13.15	9.34	n
佳節	12.86	10.08	n
營業部	13.16	15.94	n
科索夫	12.80	10.82	n
擔架	12.07	11.87	n
嚷道	11.75	12.50	v
坐錯	12.98	9.78	u
中間件	13.25	9.73	n
墊板	12.67	10.53	n
現身	12.59	10.71	v
銼	1.01	0.00	@
魻	0.69	0.00	@
明頓	10.09	15.29	n
兵庫縣	10.82	14.58	n
傳承	13.08	9.51	u
譻	0.69	0.00	@
返鄉	12.53	10.86	v
芼	0.80	0.00	@
忌廉	11.46	13.06	n
有為	12.51	10.89	a
助學金	12.73	10.98	n
柯里	10.75	14.29	n
莊瑞雄	11.94	12.64	n
伊斯蘭	12.96	10.46	n
涼椅	11.63	12.74	n
晚睡	12.92	9.93	a
天氣	13.88	7.28	n
回條	13.17	9.29	n
婚宴	12.62	10.65	n
下定決心	12.24	12.34	v
職缺	12.69	10.49	n
養不起	11.56	13.35	v
文學類	11.74	13.02	n
種球	13.09	9.50	n
指南宮	12.79	10.85	n
怉	0.73	0.00	@
煙霧彈	11.78	12.95	n
納吉	12.87	10.05	v
朱天文	10.91	14.44	n
取分	13.16	9.30	a
嬛	0.85	0.00	@
查不到	11.78	12.94	u
瀉	1.10	0.00	a
狄亞士	12.01	12.51	n
硈	0.71	0.00	@
欛	0.69	0.00	@
微酸	12.79	10.23	n
捚	0.72	0.00	@
小張	11.45	13.09	n
獚	0.72	0.00	@
停開	13.11	9.45	u
別墅區	11.82	12.88	n
唐祺琳	12.07	12.38	n
晚場	13.08	15.22	n
舒林	10.11	15.26	n
塈	0.75	0.00	@
倉	1.20	0.00	n
巨龍	11.46	13.06	n
發現到	13.57	8.91	v
砲手	11.57	12.85	n
輸入法	13.34	9.52	n
濕掉	12.76	10.32	u
兩千餘	13.23	9.78	n
兵變	11.91	12.19	n
孻	0.73	0.00	@
烏日	11.35	13.27	n
心理治療	13.34	9.88	n
劼	0.86	0.00	@
現代文	13.36	9.46	n
礬	0.96	0.00	@
飄起	12.88	10.02	u
腦膜炎	11.89	12.73	n
白頭翁	11.80	12.90	n
短片組	13.14	16.00	n
四草	13.05	15.34	n
橫店	12.59	10.72	n
一九七七年	11.52	13.86	n
人性化	13.15	9.98	v
椬	0.70	0.00	@
犼	0.78	0.00	@
社大	13.25	14.53	n
筻	0.74	0.00	@
水流聲	11.07	14.19	n
惫	0.94	0.00	g
順耳	11.44	13.10	a
	0.72	0.00	@
處死	12.43	11.07	u
太極圖	11.79	12.92	n
夬	0.80	0.00	@
三億	11.67	12.67	n
僫	0.82	0.00	@
戀家	11.81	12.40	a
新西蘭	13.36	15.15	n
試想	12.70	10.47	v
購屋人	11.74	13.03	n
蔡依倫	11.91	12.70	n
抄下來	12.06	12.40	u
收斂	12.78	10.27	a
全罩式	11.12	14.11	A
屠村	10.40	14.83	n
一億一千萬	10.75	15.07	n
一竅不通	12.55	11.70	v
灌裝	12.55	10.81	u
飼養	13.08	9.52	u
惜字如金	11.37	13.94	a
捉模	11.41	13.15	u
ル	1.12	0.00	#
應用到	12.78	10.87	u
跩哥	10.87	14.10	n
體重	13.44	8.57	n
麵團	11.99	12.03	n
要領	12.83	10.13	n
周傳雄	11.48	13.49	n
大家樂	13.34	9.50	n
民軍	13.00	9.72	n
稱臣	12.03	11.93	v
護駕	11.92	12.18	v
阿佑	11.83	12.36	n
敗北	12.32	11.33	a
梅荷	11.38	13.21	n
公館	12.68	10.51	n
岡山縣	11.80	12.90	n
生產量	13.35	9.47	n
唐雅陵	12.03	12.46	n
耉	0.69	0.00	@
解離性	10.80	14.62	n
郎	0.74	0.00	@
衈	0.70	0.00	@
打歪	12.40	11.14	u
伸過去	12.73	10.97	u
顈	0.70	0.00	@
窩囊	12.35	11.27	a
蒼月	11.41	13.16	n
便宜貨	13.09	10.13	n
備詢	12.51	10.89	a
取勝	12.94	9.86	v
詭異	13.01	9.70	a
高三	13.16	9.31	n
翻開來	13.28	9.66	v
役齡	11.22	13.50	n
護送到	12.07	12.38	v
雙子星塔	12.25	12.32	n
愛犬	12.47	11.00	n
臺南市	12.48	11.53	n
顯現出	12.85	10.71	v
難搞	13.04	9.62	u
傳聞	13.24	9.11	n
羅素	12.09	11.81	n
複合機	12.95	10.48	n
炚	0.70	0.00	@
磛	0.69	0.00	@
悚	1.12	0.00	@
郫	0.81	0.00	@
餬	1.13	0.00	@
礦難	12.68	10.50	n
棛	0.72	0.00	@
烏魯茲岡省	11.35	14.14	n
卅五	10.95	13.96	n
周美青	11.83	12.84	n
褬	0.70	0.00	@
課時	12.95	9.84	n
胫	0.93	0.00	@
公淦	11.70	12.60	n
壛	0.79	0.00	@
傚	1.22	0.00	@
眾矢之的	12.28	12.27	n
納粹黨	11.80	12.90	n
變少	13.17	9.29	a
笑出來	13.30	9.61	v
姜遠珍	11.37	13.68	n
松本潤	11.83	12.84	n
流連	12.67	10.53	v
吞進	12.16	11.68	u
揮肘	11.36	13.24	n
督察組	11.60	13.27	n
草莓園	11.92	12.68	n
頌揚	12.05	11.89	u
歹念	11.32	13.33	n
一又四分之一	13.80	9.16	m
王宮	12.31	11.34	n
謻	0.71	0.00	@
辦好	13.21	9.19	u
錯開	12.02	11.97	u
睡不	13.15	9.33	n
苼	0.92	0.00	@
枚人	12.94	9.88	n
淡妝	12.05	11.90	a
一展	13.22	9.16	n
波斯灣	11.75	13.01	n
鋼	1.22	0.00	n
鬻	0.88	0.00	@
吳女	10.11	15.26	n
朋友篇	13.40	9.36	n
改派	12.87	10.05	v
肥仔	12.24	11.50	n
鳥友	12.99	9.75	n
外出裝	12.19	12.14	n
承受度	12.81	10.80	n
抽完	12.74	10.37	u
開挖	12.85	10.09	u
馬蘭	12.15	11.68	n
嚴重	13.94	7.12	a
為佳	13.26	9.04	v
非專業	13.40	9.36	A
接觸性	13.32	9.56	n
墈	0.79	0.00	@
農用	12.84	10.13	A
僉	0.91	0.00	@
邚	0.70	0.00	@
飛	1.24	0.00	v
李克昂	12.05	12.43	n
碈	0.69	0.00	@
裛	0.75	0.00	@
達拉斯	12.44	11.61	n
施易男	11.30	13.81	n
烉	0.69	0.00	@
兩點	13.28	9.00	n
梈	0.71	0.00	@
沈柏蒼	12.03	12.46	n
惉	0.82	0.00	@
柔軟度	12.38	11.76	n
務求	12.45	11.04	v
廣大	13.87	7.34	a
阿瑪	12.89	10.00	n
王春金	12.03	12.47	n
劫機客	12.07	12.39	n
艙門	11.76	12.50	n
霞海	12.74	10.36	n
聰敏	11.75	12.51	a
小學館	13.00	10.36	n
湊熱鬧	12.73	10.98	v
詐領	11.62	12.76	u
膠筏	10.95	13.96	n
悫	0.85	0.00	@
楬	0.76	0.00	@
天課	13.06	9.57	v
嬻	0.74	0.00	@
勼	0.77	0.00	@
ド	1.09	0.00	#
炫	1.21	0.00	u
祬	0.70	0.00	@
說夢話	11.81	12.89	v
看膩	12.34	11.27	u
狂電	12.86	10.07	n
王心瑜	12.02	12.49	n
欻	0.79	0.00	@
採得	12.97	9.80	u
夜行性	12.01	12.51	n
病牛	12.96	9.82	n
笻	0.85	0.00	@
熟識	12.27	11.44	v
勸戒	11.72	12.57	v
小語	13.22	9.15	n
供貨	13.05	9.59	v
內華達	12.00	12.53	n
奬	1.23	0.00	@
條列	13.19	9.24	u
泰安鄉	11.89	12.73	n
朱智勳	11.07	14.19	n
內角	13.03	9.63	n
基奧瓦	12.81	10.80	n
傫	0.85	0.00	@
爭寵	11.99	12.03	v
花到	11.25	13.45	u
廟埕	11.10	13.70	n
檢疫	13.08	9.51	v
哈咿	11.45	13.08	n
殘骸	12.34	11.27	n
カ	1.07	0.00	#
殘酷	13.23	9.12	a
連勝文	11.04	14.23	n
黨公職	11.50	13.46	n
郉	0.72	0.00	@
辭海	12.44	11.06	n
支付卡	11.27	13.86	n
胉	0.69	0.00	@
袈	0.82	0.00	@
兩日	13.33	8.85	n
強募	11.75	12.52	u
瑪莉	12.56	10.78	n
配鏡	12.79	10.23	n
獻策	12.91	9.95	v
巴瑪隊	12.06	12.40	n
擇一	12.83	10.15	v
下遊	13.18	9.25	n
旻維	11.37	13.22	n
繪圖板	12.32	11.87	n
闖關	12.74	10.37	v
百齡	12.36	11.24	n
力霸案	12.03	12.47	n
工行	13.13	9.39	n
主動性	13.32	9.55	n
啦啦隊	12.60	11.28	n
雨庭	11.87	12.27	n
電文	11.75	12.51	n
拌飯	11.74	12.53	u
卅九	10.62	14.50	n
低價位	12.90	10.58	n
國安局	11.65	13.19	n
發脹	12.41	11.12	a
巡防艇	11.23	13.93	n
交通車	11.28	13.83	n
四十多億	12.82	11.11	n
上市櫃	12.39	11.73	n
百分之一點四	13.48	9.98	m
矯情	12.19	11.61	a
訂金	12.45	11.04	n
巴胺	11.37	13.22	n
吉安比	11.85	12.82	n
太平館	12.05	12.43	n
口桀	11.25	13.44	n
惚	1.00	0.00	@
梛	0.74	0.00	@
華倫	11.57	12.86	n
批評家	13.22	9.80	n
奧組委	13.19	9.89	n
凱塔	12.79	10.23	n
清掉	13.05	9.60	u
肫	0.86	0.00	@
貿易局	13.27	15.50	n
馬德裡	10.76	14.68	n
襬	1.21	0.00	@
烚	0.77	0.00	@
碛	0.93	0.00	@
掃落	11.90	12.21	v
星國	13.09	15.20	n
在場	13.26	9.04	v
乾姐	12.43	11.08	n
紮營	11.96	12.09	v
邫	0.70	0.00	@
饬	0.91	0.00	@
璽朵	10.96	13.94	n
墛	0.70	0.00	@
賴國弘	12.02	12.48	n
農工	12.47	10.99	n
打進來	13.04	10.26	u
僚	0.95	0.00	@
史巴迪亞	12.17	12.49	n
侄兒	11.73	12.56	n
膽識	12.30	11.37	n
雞蛋	13.39	8.70	n
馬嘉利	12.03	12.47	n
開悟	12.22	11.54	a
毒劑	11.23	13.49	n
整合商	13.25	9.74	n
誠心	12.83	10.15	n
進得了	12.71	11.02	v
虎斑	11.63	12.73	n
席湘	11.72	12.58	n
ペ	1.03	0.00	#
磻	0.79	0.00	@
補習班	12.17	12.18	n
麥侃	11.23	13.48	n
蔡添貴	12.07	12.39	n
只不過	13.46	9.19	d
強悍	12.37	11.21	a
焼	0.88	0.00	@
一百零五億	12.26	12.51	n
聖女	11.61	12.79	n
虎爺會	12.01	12.50	n
愼	0.75	0.00	@
棻	0.86	0.00	@
創辦人	13.04	10.25	n
壻	0.72	0.00	@
儼	0.97	0.00	@
樂金	11.22	13.49	n
花果	12.29	11.39	n
評核	12.92	9.92	u
生態環境	13.45	9.61	n
建興	11.56	12.87	n
手機袋	12.98	10.39	n
肩負	12.79	10.23	v
趨近於	12.81	10.80	v
水燈	10.45	14.76	n
薔葳	10.68	14.40	n
驚駭	12.25	11.47	a
沈穩	10.99	13.89	a
小琪	12.90	9.98	n
銳不可當	11.59	13.55	a
阿菁	11.83	12.35	n
飄來	13.04	9.61	v
八寶粥	11.99	12.54	n
冠希	12.47	10.98	n
克魯	13.05	15.37	n
封關	11.04	13.81	v
淘氣	12.75	10.34	a
穩賺	12.64	10.59	a
買超	13.14	9.36	v
秦楊	10.59	14.55	n
泰聚	12.66	10.56	n
假像	13.01	9.69	n
哭成	12.97	9.79	v
共計	13.24	9.10	v
一萬三千多	11.62	13.69	n
一體	13.79	7.55	n
牽住	12.74	10.36	u
表裡如一	12.04	12.74	a
袛	0.84	0.00	@
傉	0.74	0.00	@
壈	0.75	0.00	@
方術	10.36	14.90	n
個人用	13.55	8.95	A
郚	0.72	0.00	@
颛	0.96	0.00	@
造血幹	11.64	13.21	n
科克林	13.22	15.69	n
棈	0.75	0.00	@
無害	11.91	12.19	a
奔特力	12.45	11.60	n
小彤	12.48	10.96	n
磈	0.72	0.00	@
沖沖	12.10	11.80	u
亮皮	12.82	10.17	n
丁曉雯	10.28	15.38	n
實實在在	13.20	10.23	a
閻家驊	11.92	12.68	n
難倒	13.02	9.67	v
喬治克魯尼	12.06	12.89	n
無名小卒	12.27	12.29	n
輸台	12.73	10.39	n
站上	13.46	8.51	v
智齒	11.88	12.26	n
統戰	12.78	10.27	n
連年	11.36	13.24	d
高德	11.31	13.34	n
起起落落	12.17	12.48	v
妬	0.76	0.00	@
組閣	11.67	12.67	v
偫	0.72	0.00	@
鄼	0.68	0.00	@
飻	0.69	0.00	@
ら	1.02	0.00	#
禬	0.73	0.00	@
裻	0.69	0.00	@
談判	13.34	8.84	n
脼	0.80	0.00	@
切成	13.05	9.59	v
榬	0.71	0.00	@
萌物	11.87	12.27	n
恫	0.91	0.00	@
傅天穎	11.38	13.68	n
戴爾嘉多	12.85	11.06	n
軍訓課	11.93	12.66	n
麗莎	12.77	10.28	n
謝淑薇	11.68	13.13	n
勘災	11.43	13.12	v
小吃街	12.30	11.92	n
濫人	12.44	11.05	n
裈	0.73	0.00	@
剛志	11.40	13.17	a
死光光	13.33	9.52	a
に	1.13	0.00	#
見招拆招	12.24	12.35	v
邉	0.83	0.00	@
飈	0.79	0.00	@
暌違	11.25	13.44	a
殷弘	10.47	14.73	n
圓神	12.84	10.12	n
大壞	13.14	9.36	u
十一日	13.43	9.28	n
建議書	13.36	9.45	n
中文名	13.53	9.02	n
日記本	13.34	9.51	n
聯強	13.11	15.12	n
馮保興	12.05	12.42	n
大陸	13.76	12.22	n
屏東縣	12.91	10.56	n
品傳媒	13.01	10.33	n
應驗	12.12	11.75	a
造紙股	12.06	12.41	n
儀隊	12.35	11.27	n
王榮裕	12.05	12.43	n
膚品	12.92	9.93	n
一護	13.11	9.43	n
當代	13.51	8.36	n
遫	0.71	0.00	@
遺作	11.31	13.34	n
馬	1.23	0.00	n
菸害	12.14	11.72	u
迪拜塔	11.73	13.03	n
政體	12.10	11.79	n
消氣	11.77	12.46	a
珠寶店	13.04	16.42	n
聫	0.71	0.00	@
覬	0.86	0.00	@
硬式	11.84	12.33	A
塛	0.71	0.00	@
安達魯西亞	12.49	12.05	n
有生物	11.45	13.54	n
溪湖鎮	12.22	12.09	n
財務長	13.26	9.71	n
留德	13.10	15.16	n
硛	0.69	0.00	@
負笈	11.56	12.87	v
上勾	12.89	10.00	v
桛	0.69	0.00	@
襲胸	12.34	11.28	v
鍬形蟲	11.10	14.13	n
雙模	12.09	11.82	n
申請到	11.78	12.95	u
盟國	12.01	12.00	n
從優	12.38	11.18	a
怚	0.71	0.00	@
撞進	12.84	10.11	v
一億三千萬	11.14	14.47	n
低卡	13.11	9.43	n
應用日	10.80	14.61	n
金錢宮	12.01	12.51	n
開罰	12.63	10.62	u
汪廣平	12.06	12.41	n
將屆	13.17	9.28	a
小班制	11.71	13.08	n
劍蘭	10.32	14.96	n
沾沾	12.81	10.19	d
獵取	11.70	12.62	u
愛阿華	11.73	13.03	n
制約	13.32	8.89	u
不屑一顧	11.40	13.90	v
林坤正	12.02	12.49	n
笨蛋掛	11.81	12.90	u
雞飛狗跳	12.16	12.50	a
麗亞	13.01	15.52	n
梻	0.77	0.00	@
姚謙　	11.30	13.81	n
念茲在茲	12.20	12.42	a
慼	1.08	0.00	@
刷卡金	12.27	11.98	n
吸食者	11.77	12.96	n
清兵	12.86	10.07	n
碻	0.70	0.00	@
煼	0.71	0.00	@
拳腳	12.37	11.21	n
葉公	10.93	14.00	n
鎮俊	12.35	11.26	n
非公路	13.03	16.44	n
逞強	12.14	11.72	a
萬海	11.17	13.58	n
有樣學樣	13.45	9.60	v
陳沖	11.46	13.06	n
黎國	11.15	13.62	n
豐田	13.16	14.90	n
獻給	12.98	9.77	v
紙藝	12.75	10.33	n
斜紋	12.11	11.78	n
墻	1.22	0.00	@
高橋	12.91	9.94	n
愛滋病患	11.78	13.22	n
找麻煩	13.12	10.07	v
吹氣	12.74	10.35	v
杉浦正	11.30	13.81	n
訾北佳	11.52	13.42	n
	0.65	0.00	@
清譽	12.41	11.12	n
山東路	11.82	12.88	n
攔查	11.74	12.52	u
公債	11.84	12.34	n
顛	1.10	0.00	a
鮭魚	11.84	12.34	n
一五○	13.25	9.74	n
狼族	12.06	11.89	n
耚	0.70	0.00	@
衛	1.22	0.00	n
鐵獅玉	11.81	12.88	n
藏匿處	11.82	12.87	n
洪晟文	11.95	12.63	n
王夏滿	12.07	12.39	n
形於色	12.91	10.57	v
像極	13.11	9.45	v
兩百七十四	11.60	13.72	n
格蒂	12.75	10.34	n
麥可維克	10.51	15.27	n
齊妃	11.71	12.59	n
肉燥飯	11.72	13.06	n
嫻熟	12.51	10.90	v
九宮	11.94	12.14	n
軟骨	12.41	11.12	n
重裝備	13.09	10.13	n
竊嫌	11.48	13.03	n
應聘	13.29	8.97	v
噤若寒蟬	11.91	12.97	a
淘汰制	12.51	11.47	n
片約	13.03	9.64	n
鞋襪	12.35	11.27	n
學壞	12.96	9.82	v
保全業	12.09	12.35	n
