# WORD	TF	IDF	ATTR
飲料瓶	11.98	12.55	n
百分之十六點六	13.12	10.98	m
十九萬	11.41	13.61	n
復興北路	12.55	11.71	n
六百七十億	12.29	12.44	n
肌腺症	11.93	12.67	n
發射	13.30	8.95	u
等號	13.32	8.89	n
經年	11.40	13.17	d
獻金	12.85	10.10	v
海員	12.09	11.82	n
罵翻天	11.54	13.38	u
選派	12.60	10.69	v
陳振聰	10.51	15.05	n
艾達克	11.99	12.55	n
礦物質	12.89	10.61	n
站區	13.28	14.39	n
東電	11.13	13.65	n
丹麥人	12.94	10.49	n
五點五	13.50	9.09	n
薛松乾	12.05	12.42	n
藍依	10.30	14.98	n
貝斯	11.62	12.77	n
繆宇綸	11.97	12.58	n
公頃	12.51	10.91	q
賤人	12.60	10.70	n
自殺案	12.66	11.15	n
王八蛋	11.91	12.70	n
麴酸	10.95	13.96	n
舞衣	12.85	10.10	n
帶殼	12.83	10.14	n
貪財	12.02	11.97	a
妮可	12.80	10.22	n
與世長辭	11.96	12.88	a
多阿	13.25	14.53	n
擋下	12.90	9.97	u
鄭永金	10.61	14.90	n
重圍	12.35	11.25	n
亞非	13.12	15.05	n
神祇	11.43	13.12	n
蓋特林	11.90	12.72	n
調控	13.46	8.49	u
文獻館	11.25	13.88	n
巧虎	11.91	12.19	n
莎麗	12.77	10.28	n
領會	12.95	9.85	v
老狗	13.07	9.54	n
連戰	11.85	12.30	n
郵局	13.57	13.13	n
獅子山	12.64	11.18	n
養豬協會	12.13	12.57	n
碗豆	11.75	12.50	n
納利	13.06	15.32	n
環島行	11.88	12.75	n
據信	13.02	9.66	d
牛郎店	10.56	14.97	n
牆角	12.67	10.53	n
胡曉菁	12.03	12.46	n
特玩	13.05	9.61	n
南灣	12.90	9.96	n
網子	13.19	9.23	n
誓約	11.89	12.24	n
水深火熱	12.46	11.89	a
點子	13.04	9.62	n
團康	12.87	10.05	n
略同	12.89	10.01	v
國產車	11.94	12.63	n
高屏溪水	11.53	13.67	n
併吞	11.40	13.17	u
提上	13.22	9.15	u
米納	10.30	14.98	n
工資	13.70	7.84	n
漢江	12.39	11.18	n
陳梅岡	12.02	12.48	n
埋頭苦幹	12.23	12.37	v
古靈	11.52	12.96	n
導致	14.00	6.93	v
環環相扣	12.58	11.64	a
軍工	12.73	10.39	n
戒宅	11.71	12.59	n
國高中	11.55	13.36	n
圓圓	13.21	9.18	a
竹編	11.72	12.57	n
軟碟機	12.20	12.12	n
技術團	13.35	9.49	n
無妨	12.43	11.07	a
壁壘	12.80	10.23	n
桃園	13.20	14.74	n
編組	12.02	11.96	v
巴布亞紐	12.31	12.20	n
拼裝	12.72	10.40	u
無底	13.07	9.55	a
少俠	12.74	10.37	n
長鼻猴	11.64	13.21	n
艾辛格	10.56	14.97	n
李涵	10.54	14.63	n
桂嫂	11.51	12.97	n
紊流	11.34	13.29	n
動刀	12.89	9.98	n
慶典	13.32	8.88	n
生吃	13.14	9.37	u
黑龍江	14.07	11.99	n
院際	12.91	9.96	n
美珍	12.80	10.22	n
日版	13.28	9.00	n
上顎	11.37	13.23	n
殺光	13.00	9.73	u
流體	12.83	10.15	n
接二連三	12.76	11.25	d
屈中	11.02	13.84	n
靈堂	11.94	12.14	n
捐棄	10.89	14.07	u
吳俊哲	12.02	12.48	n
莫明	11.42	13.14	n
鋼繩	11.68	12.64	n
草藤夜	11.89	12.74	n
東問西	11.34	13.74	n
演講比賽	12.83	11.10	n
返日	13.03	9.64	n
坪頂	11.88	12.26	n
拉線	13.12	9.41	n
當權	12.13	11.73	a
帳冊	12.74	10.37	n
桿狀	12.50	10.93	n
黃石	12.84	10.13	n
應考	12.36	11.24	v
旅遊館	13.31	15.34	n
測速	12.93	9.90	n
製鞋	12.85	10.09	v
走過來	13.27	9.69	v
孟哲	11.07	13.77	n
就逮	12.22	11.55	a
氣界	12.82	10.18	n
還好	13.44	8.55	d
宣教士	11.25	13.89	n
穆魯格森	11.91	12.98	n
丹爾斯	13.06	16.35	n
龜毛	11.95	12.11	n
維利	13.08	15.23	n
范德維德	13.02	17.05	n
五億	11.59	12.82	n
全代會	11.10	14.14	n
慘狀	12.07	11.86	n
老菸槍	12.11	12.30	n
醫囑	12.32	11.32	n
叛國罪	11.38	13.67	n
瓜地馬拉市	12.12	12.77	n
金惠子	11.94	12.63	n
鮮師	12.65	10.58	n
麥凱輪	11.87	12.78	n
小玩意	12.47	11.55	n
崢嶸	11.59	12.83	a
沙隊	11.64	12.73	n
墨西哥籍	11.63	13.49	n
法蘭科納	13.02	17.05	n
萬獸之王	13.06	10.57	n
一百一十五億	12.35	12.48	n
笑彎	12.10	11.80	u
路檢	10.85	14.14	v
飛鵬	12.80	10.22	n
學號	13.25	9.08	n
無主屍	10.32	15.32	n
後果	13.65	7.97	n
越南裔	10.25	15.42	n
都發局	10.94	14.40	n
多角化	11.95	12.62	v
希臘	13.26	14.47	n
幻魔	11.69	12.62	n
史上	13.58	13.05	n
某某某	12.11	12.31	n
陳婉真	11.91	12.69	n
吉股	11.78	12.45	n
生兒育女	12.89	10.95	v
觀照	11.96	12.08	u
配發	13.08	9.52	v
畢勒普斯	11.94	12.93	n
橫樑	12.58	10.75	n
三元宮	10.88	14.49	n
無可厚非	12.88	10.98	a
賊賊	12.93	9.89	n
附圖	13.05	9.59	n
胺酸	12.64	10.60	n
冷顫	11.21	13.52	n
搶聽	12.92	9.91	u
女神龍	12.19	12.14	n
法塔組織	12.92	10.89	n
蚵殼	10.80	14.21	n
勞累	12.76	10.30	a
下死	13.23	9.12	a
無子	13.19	9.23	n
費爾茲獎	11.94	12.92	n
鈴鈴	13.19	9.23	d
韻律	12.44	11.06	n
芥藍菜	11.54	13.38	n
波沙達	12.87	10.65	n
奇諾	12.94	9.87	n
採樣	12.69	10.48	u
部會	13.32	8.88	n
龐然大物	12.46	11.89	n
搶到	13.12	9.42	u
汪玲	10.01	15.40	n
戴東原	11.95	12.62	n
碰傷	12.65	10.58	u
浣慈	10.92	14.01	v
宏遠	11.05	13.79	a
小召	12.72	10.41	u
展示場	13.27	15.51	n
不錯	14.02	6.86	a
八十多	13.16	9.97	n
簡母	11.73	12.54	n
約同	13.10	9.46	v
綠帽	12.41	11.13	n
養出	11.25	13.44	u
純樸	12.47	10.98	a
國發院	11.83	12.86	n
阿興	12.83	10.14	n
陳銘堯	11.79	12.93	n
零八年	11.98	12.57	n
聾啞	11.69	12.64	A
射日	12.96	9.81	n
張牙舞爪	12.50	11.80	v
交易額	13.12	10.06	n
夏蘭荇德	11.10	14.38	n
對講機	13.28	9.66	n
披銀	11.78	12.46	n
張雅玲	11.98	12.56	n
家醫科	11.34	13.74	n
人畜	12.46	11.02	n
里美	11.85	12.31	n
雲台	11.64	12.72	n
護花使者	12.05	12.72	n
查榜	10.28	15.02	n
榮景	11.27	13.40	n
紳寶	11.79	12.44	n
革命隊	12.72	11.00	n
菲斯灰熊	11.79	13.21	n
徐耀彬	12.07	12.39	n
崗位	13.60	12.97	n
斯國	13.16	14.91	n
噴泉	12.69	10.47	n
投錢	12.94	9.86	n
力學	13.12	9.42	n
張容軒	11.99	12.55	n
達悟族	11.76	12.97	n
劑型	12.51	10.90	n
可苦可樂	11.89	13.03	n
趨前	12.78	10.25	v
纖兒	12.08	11.84	n
斯堪地那維亞	11.00	14.81	n
楊德昌	11.45	13.54	n
話說	13.50	8.39	d
調昇	12.90	9.98	u
一首首	14.00	7.70	m
悲愴	11.99	12.02	a
芮肅	11.80	12.42	n
蕭洹	11.82	12.38	n
打斷	12.98	9.78	u
澀水	12.16	11.68	n
嫁入	12.85	10.09	v
叫來叫去	13.60	9.21	v
潤飾	11.43	13.12	u
絕技	12.83	10.15	n
抽光	12.77	10.28	u
誤入歧途	11.97	12.87	a
賴佩真	12.01	12.49	n
獻藝	12.08	11.84	v
副機長	11.01	14.28	n
趙豐邦	11.82	12.87	n
打文	13.16	14.89	n
畢爾包	11.06	14.20	n
百分之三點五	13.64	9.57	m
延程型	12.02	12.49	n
休閒	14.13	6.52	v
貸款案	12.81	10.79	n
協理	11.53	12.93	n
奧林匹亞	12.18	12.46	n
歐多涅茲	11.59	13.56	n
節能燈	12.26	12.01	n
陰柔	11.35	13.26	a
撤僑	11.30	13.36	v
曼茹	11.46	13.06	n
科學家	13.82	8.22	n
高雄店	11.00	14.30	n
李明憲	10.81	14.60	n
毛毛毛	10.32	15.33	n
平均風	11.66	13.18	n
抽送	11.68	12.65	u
一塵不染	12.47	11.87	a
桌球隊	12.00	12.53	n
頭骨	12.19	11.61	n
歸因於	13.22	9.81	v
百分之十六點九	12.82	11.65	m
竹林路	12.09	12.35	n
跑進	13.06	9.56	v
熱誠	12.53	10.86	n
寺宇	11.70	12.61	n
悶氣	12.11	11.77	n
做多	13.37	8.75	v
著重	13.13	9.39	v
賞螢	10.71	14.36	n
灰階	12.26	11.46	A
似是	13.13	9.38	v
春錦	12.63	10.61	n
揪算	11.70	12.62	u
凱特布蘭琪	11.65	13.64	n
新機	13.27	9.03	n
靈氣	12.63	10.63	n
貢丸	11.41	13.16	n
鋒頭	12.73	10.38	n
堤頂	11.79	12.43	n
實務班	12.80	10.82	n
拍拍拍拍	13.68	9.02	u
劍術	12.16	11.68	n
蕩漾	12.82	10.15	a
豋場	11.24	13.46	n
天方夜譚	12.13	12.55	n
張秀鳳	11.92	12.67	n
刷完	12.33	11.30	u
相見恨晚	12.28	12.26	a
大正妹	11.59	13.29	n
哭鬼	12.43	11.08	n
林子翔	11.92	12.67	n
瘋掉	12.58	10.75	u
許朝琪	12.07	12.38	n
綜合險	12.78	10.87	n
雲西市	12.06	12.41	n
斯班	10.98	13.92	n
總人口	13.22	9.82	n
阻斷劑	12.42	11.65	n
內政部長	12.05	12.71	n
修伊特	12.45	11.61	n
米豆	10.94	13.99	n
質變	12.29	11.39	a
雙城隊	11.70	13.09	n
馬丁尼茲	11.71	13.34	n
直腸	12.60	10.68	n
貢糖	10.69	14.39	n
野溪	11.80	12.41	n
膠原病	12.74	10.96	n
周筱涵	12.06	12.41	n
庫頁島	13.03	16.44	n
憐香惜玉	11.72	13.32	v
檢核	12.59	10.72	u
鄭博暉	12.02	12.49	n
按兵不動	12.33	12.17	v
單打獨鬥	11.93	12.94	v
一九一八年	11.32	14.19	n
阿沁	11.89	12.23	n
精算師	11.97	12.58	n
亞維農	12.79	10.86	n
實習	13.52	8.35	v
尚磊	11.25	13.45	n
地久天長	13.26	10.09	n
一萬五千多	11.88	13.22	n
舞社	12.92	9.91	n
驅逐	12.64	10.59	u
遺留下	12.52	11.45	v
炒麵	11.90	12.21	n
農地	12.17	11.64	n
海砂屋	12.01	12.50	n
吃遍	12.79	10.23	u
當事者	13.40	9.35	n
銅鈴	11.73	12.56	n
祕魯	12.75	10.33	n
尼雅佐夫	11.84	13.10	n
楊鎮全	11.99	12.53	n
韓片	11.35	13.27	n
百分之十點四	13.63	9.59	m
書庫	13.46	8.51	n
全碎	10.61	14.51	n
數完	13.09	9.48	u
鹽崎	11.22	13.49	n
王葆	10.39	14.85	n
面對	13.33	8.87	u
馬頭	11.43	13.12	n
齊魯巴	12.03	12.47	n
鉅資	12.77	10.29	n
大禹嶺	11.78	12.94	n
互鬥	11.99	12.04	v
戴姓	11.38	13.21	n
美技組	12.77	10.89	n
黑幫	12.92	9.91	n
迎戰	12.66	10.54	u
氣根	12.85	10.09	n
女畫家	12.31	11.90	n
柚香	11.72	12.56	n
供氣	12.91	9.96	n
劫數	11.71	12.59	n
捷威	12.75	10.33	n
圖畫書	12.13	12.26	n
徐享崑	11.96	12.60	n
莊敬路	11.19	13.98	n
魚板	10.76	14.27	n
艾雅隆	12.06	12.40	n
歡渡	11.70	12.60	v
拚出	12.98	9.78	u
三百六十萬	11.41	14.04	n
結拜	11.94	12.12	v
死不了心	13.16	10.33	n
旗幟	13.05	9.59	n
暴傳	11.62	12.77	v
去函	12.47	10.99	u
山里站	12.01	12.50	n
遠遠	13.30	8.95	a
費利克斯	11.55	13.63	n
收費器	13.24	9.77	n
棄權票	11.69	13.11	n
共賞	12.87	10.04	n
欣葉	10.35	14.90	n
食米	12.88	10.02	n
武道館	12.14	12.23	n
拷貝	13.21	9.18	u
書套	13.08	9.53	n
任賢齊	11.97	12.59	n
神學士	11.92	12.69	n
連絡	13.62	8.06	u
衝向	13.05	9.58	v
鼓勵	13.74	7.72	v
左安安	10.60	14.92	n
東部	13.23	14.61	n
抗抗	13.13	9.39	n
取走	13.07	9.53	u
哀哀	12.56	10.78	a
工業	14.09	6.65	n
丟分	12.86	10.08	n
大動	13.26	9.04	v
歐貝林	12.74	10.96	n
同人誌	12.10	12.33	n
亂鬥	12.56	10.79	u
小老虎	12.84	10.72	n
茂林鄉	12.11	12.31	n
髒話	12.43	11.07	n
動員	13.30	8.95	v
中正湖	11.94	12.64	n
若要	13.18	9.25	c
開革	12.34	11.27	u
阿霞	12.45	11.02	n
痛擊	11.90	12.21	u
發球權	11.43	13.58	n
喪心病狂	12.17	12.47	a
為期	13.10	9.48	a
菲琪兒	11.92	12.68	n
高飛	11.74	12.54	v
埔頂	11.70	12.61	n
陳萓峰	12.05	12.43	n
陳靜	11.92	12.16	n
一百四十億	11.98	13.03	n
二瓶	11.44	13.11	n
艾米里	11.68	13.13	n
飯飯	13.15	9.35	n
隊旗	12.57	10.77	n
首領	12.68	10.51	n
人紅	13.26	9.04	n
注射針	12.68	11.09	n
菲律賓人	13.08	10.50	n
涂醒哲	10.36	15.26	n
升等	13.13	9.39	a
三星蔥	11.28	13.83	n
大園鄉	11.48	13.49	n
出價	13.35	8.80	u
井敏明	12.06	12.40	n
兵種	12.31	11.34	n
拋出	12.89	9.99	u
秀賴	12.51	10.89	n
郵政	13.77	7.61	n
回歸	13.47	8.48	v
列隊	12.11	11.78	d
建築科	13.31	15.35	n
醋壇	11.51	12.98	n
散步道	12.13	12.27	n
作風	13.39	8.69	n
流進	13.06	9.56	v
胸衣	12.89	9.98	n
冰塊	12.80	10.21	n
劉俊男	11.52	13.42	n
活泉	12.32	11.32	n
國務機要費	11.87	13.25	n
悠遠	12.27	11.43	a
掏空案	11.82	12.87	n
少年隊	13.07	10.19	n
更生人	12.05	12.42	n
廣發	12.02	11.97	n
唸完	12.70	10.46	u
大潤	13.04	9.61	a
統御	10.97	13.93	u
醉雞	11.93	12.15	n
魚雷	12.11	11.78	n
聯合利華	11.23	14.17	n
帕洛阿爾託電	11.60	13.86	n
打錯	13.11	9.44	u
二館	13.13	15.02	n
空閨	10.92	14.01	n
載波	12.07	11.85	n
齊全	13.47	8.46	a
全會	13.18	9.25	n
喪人	12.50	10.93	n
吳尊	11.93	12.14	n
許瑋倫	11.68	13.13	n
白雲山	11.81	12.90	n
砸死	12.57	10.77	u
陳金火	11.99	12.54	n
頂部	13.17	14.85	n
陳賢義	12.03	12.47	n
寶來	13.20	14.72	n
扯破	11.82	12.37	u
任督	11.20	13.54	n
游泳圈	11.41	13.62	n
無遺	12.55	10.80	a
喚醒	12.91	9.96	u
寬慰	12.09	11.82	a
書單	13.14	9.37	n
練好	13.03	9.64	u
傾向	13.41	8.65	n
扣上	13.05	9.59	u
精簡	13.05	9.61	v
罩頂	12.15	11.69	n
穿過	13.14	9.37	v
等量齊觀	11.37	13.94	a
忍到	12.96	9.82	n
地盤	13.26	9.05	n
參訪	12.61	10.67	u
史札維	12.07	12.39	n
佯裝	12.01	11.98	v
津濃	11.58	12.84	n
鞋品	12.98	9.77	n
眾院	12.82	10.17	n
高應	11.30	13.36	n
第十一	13.43	9.27	n
死老百姓	12.62	11.56	n
澳洲式	12.82	10.77	n
機車	13.15	9.33	n
帶屎	12.08	11.84	n
弘毓	10.06	15.32	n
新時代	13.49	9.12	n
宋旻淳	11.69	13.12	n
書桌	12.66	10.55	n
啟揚	12.45	11.04	n
時尚感	11.70	13.09	n
創辦人王	12.61	11.57	n
大丸	12.20	11.57	n
林肯大郡	11.17	14.27	n
偌書	10.94	13.97	n
內褲	13.18	9.26	n
斐濟	12.53	10.86	n
牴觸	11.12	13.67	u
郭競中	12.07	12.39	n
日間部	12.21	12.10	n
採訪	13.63	8.01	u
搶救	13.04	9.62	u
二十九年	12.87	11.01	n
埋下	12.89	9.99	u
藥局	11.66	12.68	n
討價還價	13.00	10.71	v
袒護	11.78	12.46	v
聯眾	12.88	10.01	n
用完	13.15	9.33	u
疼痛感	12.53	11.44	n
東谷拉瓦	12.20	12.42	n
吸入式	12.08	12.36	n
棕櫚島	11.72	13.06	n
回應	13.77	7.63	u
淨銷售額	12.50	11.80	n
奈潔拉	11.67	13.15	n
漁家	12.18	11.63	n
獨生女	12.17	12.19	n
脆餅	11.65	12.71	n
斜視	12.29	11.40	a
弄弄	13.17	14.87	n
搖頭晃腦	12.34	12.15	v
優仕網	12.27	11.97	n
彙編	13.14	9.36	u
今天賽	13.23	9.78	n
全熟	10.89	14.06	n
百分之二點四	13.65	9.54	m
儲量	12.68	10.50	n
障者	12.37	11.21	n
領土	12.79	10.24	n
陳金德	11.84	12.82	n
申恩慶	11.18	14.00	n
紅暈	12.29	11.40	n
遊戲包	11.10	14.13	n
邏輯性	13.17	9.93	n
林乾閔	12.07	12.39	n
保養場	12.90	10.59	n
傑兒	12.90	9.98	n
雨菲	12.63	10.61	n
麻麻	11.58	12.84	a
瓦薩里	12.68	11.09	n
紐郵	12.31	11.36	n
樓上	13.29	14.35	n
滾開	12.91	9.95	v
華爾街日報	12.41	12.20	n
闆闆	13.37	8.75	n
文物館	11.61	13.26	n
德克薩斯	13.24	16.23	n
掛掉	12.86	10.06	u
尾身茂	11.37	13.68	n
牛爾	11.58	12.83	n
陳信瑜	12.02	12.48	n
獨角獸	11.88	12.75	n
佔用	13.25	9.08	u
周宏哲	12.05	12.43	n
殤情	11.65	12.71	n
折數	12.99	9.74	n
沙芬娜	12.02	12.49	n
追問	12.90	9.96	v
測距	12.63	10.63	v
維多利亞港	12.27	12.49	n
蓋全	11.05	13.80	n
王文華	11.53	13.40	n
吃錯藥	12.90	10.59	a
漆上	12.77	10.30	u
醉翁	11.73	12.54	n
大麻案	11.54	13.38	n
樂於助人	11.93	12.94	a
艷陽	12.54	10.84	n
雅達石	12.74	10.95	n
小朋	12.94	9.86	n
杜家綺	12.07	12.38	n
淚人兒	13.10	10.10	n
炮聲	12.30	11.36	n
百分之一點八	13.39	10.20	m
漏尿	11.56	12.87	v
印記	12.68	10.51	n
淒淒	10.43	14.78	a
簽帳	12.68	10.49	v
洗禮	12.75	10.35	n
篩檢法	11.70	13.10	n
興奇	12.81	10.19	n
張慧瑛	12.04	12.45	n
萬方	12.79	10.23	d
重罰	11.58	12.84	u
顧名思義	12.94	10.85	d
組混雙	12.65	11.16	n
湖內	13.05	15.37	n
小茉莉	12.15	12.22	n
省水	13.14	9.36	n
軍情局	11.95	12.62	n
阿布達	12.24	12.03	n
陰冷	12.35	11.26	a
窩窩	13.03	9.65	n
策劃人	13.32	9.57	n
東里	11.60	12.80	n
水綠	10.92	14.02	A
調整	13.99	6.97	u
附瑪亞	11.89	12.74	n
鄭國禎	12.05	12.42	n
許人丰	12.05	12.42	n
夢網	13.21	9.18	n
浸信會	12.12	12.28	n
砲台	12.26	11.45	n
前哨戰	11.51	13.43	n
當務之急	13.08	10.50	n
看開	13.29	8.96	a
剝離症	11.58	13.31	n
張楊	11.35	13.26	n
眉頭	12.96	9.82	n
沖入	13.03	9.65	v
學院派	13.16	9.97	n
掏出來	12.62	11.23	v
下出	13.40	8.68	u
園遊會	13.12	10.07	n
按月	13.25	9.07	d
胡鬧	12.29	11.39	v
變強	13.15	14.93	n
趕集	12.74	10.35	v
石岡	11.71	12.58	n
折成	13.04	9.62	v
再則	13.18	9.26	d
抽籤	12.50	10.91	v
誤觸	11.72	12.57	u
頹圮	11.01	13.87	a
索科維	12.00	12.52	n
北科	13.08	15.24	n
彈頭	12.65	10.58	n
淋巴性	12.67	11.13	n
大長今	13.33	15.25	n
優傲龍	11.84	12.83	n
白鷹	10.65	14.45	n
通訊網	12.00	12.52	n
願不願意	13.14	10.37	v
黨章	12.68	10.50	n
茱麗葉	12.04	12.45	n
協奏曲	12.64	11.18	n
尼國	13.07	15.25	n
藝術	14.11	6.59	n
闈場	11.02	13.85	n
為私	13.07	9.55	v
狄蒙	11.51	12.97	n
虛擲	11.44	13.09	u
調勻	12.08	11.85	u
櫻唇	11.39	13.19	n
孤單單	12.08	12.37	a
政爭	12.68	10.50	n
世說	13.10	15.13	n
優人神	12.94	10.50	n
外連	13.17	9.27	n
專勤隊	11.82	12.88	n
打鬥	12.57	10.77	v
廠商	13.76	7.64	n
史洛蒂爾	12.09	12.64	n
嚴防	12.71	10.43	v
羅德里格斯	12.21	12.60	n
香雞	12.88	10.03	n
肉球	12.74	10.36	n
張庭	11.33	13.30	n
海參	12.42	11.10	n
小盤	13.11	9.44	n
重義氣	11.70	13.09	a
匿稱	11.85	12.31	v
索馬利亞	12.26	12.29	n
近視眼	11.11	14.13	n
橘皮	11.78	12.45	n
烏莎吉	12.02	12.49	n
信眾	11.77	12.46	n
三號	13.29	14.33	n
預支	11.75	12.52	u
綜觀	12.29	11.39	u
大獎賽	12.96	10.46	n
語言學家	13.44	9.63	n
收聽	13.08	9.52	u
哭倒	12.80	10.22	u
學制	12.54	10.82	n
設置	14.15	6.44	u
寫報告	13.32	9.55	v
商業司	11.48	13.49	n
喜鵲	12.26	11.45	n
國鐵	11.13	13.65	n
來亂	13.15	9.34	a
馬球	11.14	13.64	n
六百多萬	12.12	12.59	n
寶來村	13.03	16.43	n
拖下去	12.57	11.33	v
換掉	13.05	9.60	u
兩百一十八	11.68	13.58	n
國府	11.83	12.36	n
一萬二	11.60	13.27	n
診斷出	13.08	10.15	u
霍元甲	12.08	12.36	n
提摩森科	11.84	13.11	n
狠勁	11.71	12.58	n
皮笑肉	11.38	13.66	n
新色	13.24	9.11	n
聖誕老公公	11.61	13.70	n
她倆	12.75	10.34	r
吸煙區	11.80	12.92	n
落塵	11.35	13.27	n
阿展	13.00	9.71	n
殺人罪	11.98	12.57	n
得分榜	11.82	12.87	n
有線電視台	12.39	12.24	n
趙姓	10.85	14.12	n
改搭	12.72	10.40	u
套裝軟體	12.00	12.82	n
再接再厲	12.96	10.79	a
代轉	13.06	9.56	u
級鈽	10.84	14.15	n
史坦尼雪夫	12.15	12.71	n
王強	12.32	11.31	n
近東	12.17	11.65	n
虎山藝術館	12.53	11.96	n
分離出	13.02	10.30	u
屬國	11.60	12.80	n
惠妮休斯頓	11.90	13.18	n
笑說	13.18	9.26	v
貧戶	12.34	11.27	n
不雅	13.15	9.33	a
濃妝	12.10	11.79	n
管弦樂	12.40	11.70	n
穩當	12.29	11.38	a
後悔莫及	12.22	12.39	a
皮開肉綻	11.73	13.31	a
細川	11.87	12.27	n
現場	13.96	11.30	n
當朝	13.02	9.67	n
巨人隊	12.15	12.23	n
板橋市	12.11	12.31	n
何鴻燊	11.08	14.17	n
冰點	12.61	10.68	n
遠足	12.30	11.37	v
想法子	13.04	10.25	v
檢查到	13.41	9.32	v
索德蘭	12.02	12.49	n
苦中作樂	11.85	13.10	v
羅朝永	12.06	12.41	n
愛林	11.18	13.56	n
私入	13.02	9.66	n
麻咪	11.03	13.82	a
大楣	11.77	12.48	n
珍寶館	11.73	13.03	n
舒茲	10.06	15.32	n
豆干展	11.95	12.62	n
金雞獨立	11.50	13.72	v
聖心	11.72	12.56	n
添增	12.42	11.10	v
棲地	12.09	11.81	n
蘇淪	11.81	12.40	n
南科	13.09	15.20	n
吳京	11.27	13.41	n
屬意	11.36	13.24	v
悶酒	12.09	11.81	n
傾洩	11.47	13.05	u
小旗竿	10.57	14.96	n
分隊	12.68	10.50	n
志貞	12.29	11.38	n
一樣	14.14	6.49	a
睡飽	12.05	11.90	a
履勘	11.17	13.59	u
扯不上	12.93	10.52	u
歐盟國家	13.25	16.19	n
遷入	12.66	10.55	v
雷震	11.32	13.32	n
橙山	12.24	11.50	n
比起來	13.43	9.28	d
生米	13.10	15.13	n
舉辦	13.78	7.59	u
澎湖縣	12.31	11.89	n
婦女	13.51	8.36	n
幸會	11.17	13.59	a
新華	13.81	12.00	n
痛飲	10.48	14.72	u
濁度	12.18	11.63	n
七年	13.29	8.97	n
吳振任	12.07	12.39	n
間斷	12.93	9.89	v
門房	13.12	9.42	n
外籍生	12.50	11.48	n
滑蓋機	11.80	12.92	n
無怨無悔	12.28	12.27	a
羅明惠	12.06	12.40	n
占總	13.15	14.94	n
投好	13.11	9.44	u
慮及	12.22	11.54	v
愛給	11.39	13.20	v
六百餘	11.80	12.91	n
壓抑	13.10	9.47	u
健美食	12.60	11.27	n
波詩米亞	12.13	12.55	n
飯粒	11.52	12.95	n
獻吻	11.76	12.50	n
背書	12.18	11.63	v
搜到	13.11	9.44	u
擔保品	12.11	12.30	n
頃刻	12.45	11.04	d
吳奉晟	12.01	12.51	n
大賞	12.66	10.55	n
兩相	13.24	9.10	d
爆滿	12.38	11.19	a
金馬獎	11.94	12.65	n
盡忠	11.89	12.23	v
繳錢	12.63	10.63	n
塔迪奇	12.64	11.18	n
乙級	12.84	10.11	n
軟硬兼施	12.91	10.91	v
犬齒	10.98	13.91	n
實用性	13.35	9.49	n
艦炮	11.47	13.05	n
面見	13.24	9.10	u
拋開	12.83	10.13	u
索馬利亞人	12.47	12.09	n
女網	13.24	9.09	n
巴特萊辛哈爾	12.34	12.50	n
相敬	10.94	13.98	n
遠親	11.72	12.58	n
綁緊	11.76	12.49	u
番外篇	11.94	12.65	n
富家子弟	11.69	13.38	n
敘明	11.89	12.23	n
菲爾普斯道奇	12.31	12.57	n
層狀	12.82	10.16	n
五十六萬	10.61	15.12	n
異色	11.90	12.20	n
茶敘	11.58	12.83	n
小曹	12.98	9.78	n
建設為	13.47	9.17	v
股跌	12.92	9.92	n
草約	12.81	10.19	n
月雲	13.19	14.76	n
奈何橋	11.82	12.87	n
希臘人	13.11	10.08	n
卡斯坦斯	12.87	11.00	n
看倌	11.48	13.03	r
來上	13.55	8.25	u
櫻花鉤吻鮭	11.31	14.20	n
虐殺	12.26	11.45	n
構思	12.88	10.01	n
欽羨	10.90	14.04	v
惡毒	12.63	10.61	a
雪瓔	10.99	13.90	n
天然資源部	12.75	11.49	n
球后	13.12	9.43	n
捆住	11.78	12.45	u
歐珩軒	11.23	13.92	n
黃遵誠	12.01	12.51	n
磚造	12.28	11.41	A
孟加拉省	11.94	12.92	n
因人而異	13.23	10.14	a
一千七百萬	10.99	14.72	n
餘興節目	11.37	13.93	n
中港路	12.01	12.50	n
整理出	13.30	9.62	u
綁手綁腳	12.19	12.45	a
測試版	13.35	9.48	n
亞伯特	12.99	10.38	n
陳金川	12.00	12.52	n
爆增	12.78	10.27	v
蘇澤光	10.32	15.33	n
趙怡欽	12.06	12.40	n
趣聞	12.91	9.95	n
貞子	11.57	12.85	a
繳稅	12.71	10.44	v
歐賣尬	12.01	12.50	n
號誌燈	12.38	11.75	n
黃建宇	12.03	12.46	n
網網	13.90	7.23	n
服務證	13.50	9.10	n
林佳龍	10.77	14.66	n
平克佛洛伊德	12.05	13.05	n
吃屎	11.89	12.23	n
互為	13.10	9.46	v
咯咯笑	11.93	12.66	v
羅廣仁	11.95	12.62	n
集集	13.34	14.15	n
黃義交	10.60	14.92	n
醋飲	11.71	12.58	u
七年級	12.99	10.38	n
式編排	12.06	12.40	n
日隊	13.17	9.29	n
何小姐	11.52	13.42	n
大榮	13.09	15.18	n
乾笑	11.99	12.02	v
走唱	13.05	9.60	v
高寮	10.45	14.75	n
陶閔威	12.07	12.38	n
東大路	11.17	14.02	n
萬仁	10.80	14.20	n
財經界	13.20	15.79	n
泥漿	12.32	11.31	n
培德	12.71	10.43	n
